parameter,location,species,year,datavalue
catch_quality,North Haida Gwaii-Stanley Creek,Chum,,2
catch_quality,Northeast Vancouver Island,Chum,,0
catch_quality,Northwest Vancouver Island,Chum,,3
catch_quality,Rivers Inlet,Chum,,2
catch_quality,Skeena Estuary,Chum,,3
catch_quality,Skidegate,Chum,,2
catch_quality,Smith Inlet,Chum,,2
catch_quality,Southern Coastal Streams,Chum,,0
catch_quality,Southwest & West Vancouver Island,Chum,,3
catch_quality,Spiller-Fitz-Hugh-Burke,Chum,,2
catch_quality,Upper Knight,Chum,,0
catch_quality,Upper Skeena,Chum,,0
catch_quality,Wannock,Chum,,0
catch_quality,West Haida Gwaii,Chum,,2
catch_quality,Bella Coola-Dean Rivers,Coho,,1
catch_quality,Boundary Bay,Coho,,0
catch_quality,Brim-Wahoo,Coho,,1
catch_quality,Clayoquot,Coho,,0
catch_quality,Douglas Channel-Kitimat Arm,Coho,,1
catch_quality,East Haida Gwaii,Coho,,3
catch_quality,East Vancouver Island-Georgia Strait,Coho,,0
catch_quality,East Vancouver Island-Johnstone Strait-Southern Fjords,Coho,,0
catch_quality,Fraser Canyon,Coho,,0
catch_quality,Georgia Strait Mainland,Coho,,0
catch_quality,Haida Gwaii-Graham Island Lowlands,Coho,,3
catch_quality,Hecate Strait Mainland,Coho,,1
catch_quality,Homathko-Klinaklini Rivers,Coho,,0
catch_quality,Howe Sound-Burrard Inlet,Coho,,0
catch_quality,Interior Fraser,Coho,,0
catch_quality,Juan de Fuca-Pachena,Coho,,0
catch_quality,Lillooet,Coho,,0
catch_quality,Lower Fraser,Coho,,0
catch_quality,Lower Skeena,Coho,,3
catch_quality,Lower Thompson,Coho,,0
catch_quality,Middle Skeena,Coho,,3
catch_quality,Mussel-Kynoch,Coho,,1
catch_quality,Nahwitti Lowland,Coho,,0
catch_quality,North Thompson,Coho,,0
catch_quality,Northern Coastal Streams,Coho,,1
catch_quality,Rivers Inlet,Coho,,0
catch_quality,Skeena Estuary,Coho,,0
catch_quality,Smith Inlet,Coho,,3
catch_quality,South Thompson,Coho,,0
catch_quality,Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords,Coho,,0
catch_quality,Upper Skeena,Coho,,3
catch_quality,West Haida Gwaii,Coho,,3
catch_quality,West Vancouver Island,Coho,,0
catch_quality,Adams & Momich Lakes-Early Summer,Lake sockeye,,0
catch_quality,Ain-Skundale-Ian,Lake sockeye,,0
catch_quality,Alastair,Lake sockeye,,5
catch_quality,Alice,Lake sockeye,,0
catch_quality,Anderson-Seton-Early Summer,Lake sockeye,,5
catch_quality,Asitika,Lake sockeye,,5
catch_quality,Awun,Lake sockeye,,2
catch_quality,Azuklotz,Lake sockeye,,5
catch_quality,Babine (enhanced),Lake sockeye,,5
catch_quality,Babine/Onerka,Lake sockeye,,5
catch_quality,Backland,Lake sockeye,,2
catch_quality,Banks,Lake sockeye,,0
catch_quality,Bear,Lake sockeye,,5
catch_quality,Bloomfield,Lake sockeye,,2
catch_quality,Bolton Creek,Lake sockeye,,0
catch_quality,Bonilla,Lake sockeye,,0
catch_quality,Borrowman Creek,Lake sockeye,,0
catch_quality,Bowron-Early Summer,Lake sockeye,,5
catch_quality,Bulkley/Maxan,Lake sockeye,,0
catch_quality,Busey Creek,Lake sockeye,,0
catch_quality,Canoe Creek,Lake sockeye,,0
catch_quality,Canoona,Lake sockeye,,2
catch_quality,Cartwright Creek,Lake sockeye,,0
catch_quality,Cecilia,Lake sockeye,,0
catch_quality,Cheewat,Lake sockeye,,0
catch_quality,Chic Chic,Lake sockeye,,0
catch_quality,Chilko-Early Summer,Lake sockeye,,0
catch_quality,Chilko-Summer,Lake sockeye,,5
catch_quality,Chilliwack-Early Summer (cyclic),Lake sockeye,,0
catch_quality,Citeyats,Lake sockeye,,0
catch_quality,Clayoquot,Lake sockeye,,0
catch_quality,Cultus-Late,Lake sockeye,,5
catch_quality,Curtis Inlet,Lake sockeye,,2
catch_quality,Dallain Creek,Lake sockeye,,0
catch_quality,Damshilgwit,Lake sockeye,,5
catch_quality,Deer,Lake sockeye,,0
catch_quality,Deserted,Lake sockeye,,0
catch_quality,Devon,Lake sockeye,,2
catch_quality,Dome,Lake sockeye,,0
catch_quality,Douglas Creek,Lake sockeye,,0
catch_quality,Ecstall/Lower,Lake sockeye,,0
catch_quality,Elizabeth,Lake sockeye,,0
catch_quality,Elsie/Hoy,Lake sockeye,,0
catch_quality,End Hill Creek,Lake sockeye,,0
catch_quality,Evelyn,Lake sockeye,,2
catch_quality,Evinrude Inlet,Lake sockeye,,0
catch_quality,Fairfax,Lake sockeye,,0
catch_quality,Fairy,Lake sockeye,,0
catch_quality,Fannie Cove,Lake sockeye,,0
catch_quality,Footsore/Hodder,Lake sockeye,,0
catch_quality,Francois-Fraser-Summer,Lake sockeye,,5
catch_quality,Freeda,Lake sockeye,,0
catch_quality,Fulmore,Lake sockeye,,0
catch_quality,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,,5
catch_quality,Great Central,Lake sockeye,,3
catch_quality,Harrison-Downstream Migrating-Late,Lake sockeye,,0
catch_quality,Harrison-Upstream Migrating-Late,Lake sockeye,,5
catch_quality,Hartley Bay,Lake sockeye,,2
catch_quality,Henderson,Lake sockeye,,0
catch_quality,Hesquiat,Lake sockeye,,0
catch_quality,Hevenor Inlet,Lake sockeye,,0
catch_quality,Heydon,Lake sockeye,,0
catch_quality,Higgins Lagoon,Lake sockeye,,0
catch_quality,Hobiton,Lake sockeye,,0
catch_quality,Ida-Bonanza,Lake sockeye,,0
catch_quality,Jalun,Lake sockeye,,0
catch_quality,Jansen,Lake sockeye,,0
catch_quality,Johanson,Lake sockeye,,0
catch_quality,Johnston,Lake sockeye,,0
catch_quality,Kadjusdis River,Lake sockeye,,2
catch_quality,Kainet Creek,Lake sockeye,,2
catch_quality,Kakweiken,Lake sockeye,,0
catch_quality,Kamloops-Early Summer,Lake sockeye,,5
catch_quality,Kanim,Lake sockeye,,0
catch_quality,Kdelmashan Creek,Lake sockeye,,0
catch_quality,Keecha,Lake sockeye,,2
catch_quality,Kennedy,Lake sockeye,,0
catch_quality,Kent Inlet Lagoon Creek,Lake sockeye,,0
catch_quality,Kenzuwash Creeks,Lake sockeye,,0
catch_quality,Keswar Creek,Lake sockeye,,0
catch_quality,Kildidt Creek,Lake sockeye,,0
catch_quality,Kildidt Lagoon Creek,Lake sockeye,,0
catch_quality,Kimsquit,Lake sockeye,,0
catch_quality,Kisameet,Lake sockeye,,0
catch_quality,Kitkiata,Lake sockeye,,0
catch_quality,Kitlope,Lake sockeye,,2
catch_quality,Kitsumkalum,Lake sockeye,,5
catch_quality,Kluatantan,Lake sockeye,,0
catch_quality,Kluayaz,Lake sockeye,,0
catch_quality,Koeye,Lake sockeye,,0
catch_quality,Kooryet,Lake sockeye,,2
catch_quality,Kunsoot River,Lake sockeye,,0
catch_quality,Kwakwa Creek,Lake sockeye,,0
catch_quality,Lakelse,Lake sockeye,,5
catch_quality,Lewis Creek,Lake sockeye,,0
catch_quality,Lillooet-Harrison-Late,Lake sockeye,,5
catch_quality,Limestone Creek,Lake sockeye,,0
catch_quality,Long,Lake sockeye,,2
catch_quality,Loose,Lake sockeye,,0
catch_quality,Lowe/Simpson/Weir,Lake sockeye,,2
catch_quality,Mackenzie,Lake sockeye,,0
catch_quality,Maggie,Lake sockeye,,0
catch_quality,Marian/Eden,Lake sockeye,,2
catch_quality,Mary Cove Creek,Lake sockeye,,2
catch_quality,Mathers,Lake sockeye,,0
catch_quality,Mcdonald Creek,Lake sockeye,,0
catch_quality,Mcdonell/Dennis/Aldrich,Lake sockeye,,5
catch_quality,Mcloughlin,Lake sockeye,,0
catch_quality,Megin,Lake sockeye,,0
catch_quality,Mercer,Lake sockeye,,2
catch_quality,Mikado,Lake sockeye,,2
catch_quality,Monckton Inlet Creek,Lake sockeye,,0
catch_quality,Morice/Atna,Lake sockeye,,5
catch_quality,Motase,Lake sockeye,,5
catch_quality,Muchalat,Lake sockeye,,0
catch_quality,Muriel,Lake sockeye,,0
catch_quality,Nadina-Francois-Early Summer,Lake sockeye,,5
catch_quality,Nahatlatch-Early Summer,Lake sockeye,,0
catch_quality,Nahwitti,Lake sockeye,,0
catch_quality,Namu,Lake sockeye,,2
catch_quality,Nilkitkwa,Lake sockeye,,5
catch_quality,Nimpkish,Lake sockeye,,0
catch_quality,Nitinat,Lake sockeye,,0
catch_quality,North Barriere-Early Summer (de novo),Lake sockeye,,5
catch_quality,O'Connell,Lake sockeye,,0
catch_quality,Owikeno,Lake sockeye,,2
catch_quality,Park River,Lake sockeye,,0
catch_quality,Phillips,Lake sockeye,,0
catch_quality,Pine River,Lake sockeye,,0
catch_quality,Pitt-Early Summer,Lake sockeye,,5
catch_quality,Port John,Lake sockeye,,2
catch_quality,Power,Lake sockeye,,0
catch_quality,Powles Creek,Lake sockeye,,0
catch_quality,Price Creek,Lake sockeye,,0
catch_quality,Quatse,Lake sockeye,,0
catch_quality,Quesnel-Summer (cyclic),Lake sockeye,,5
catch_quality,Roderick,Lake sockeye,,2
catch_quality,Ryan Creek,Lake sockeye,,0
catch_quality,Sakinaw,Lake sockeye,,0
catch_quality,Salter,Lake sockeye,,0
catch_quality,Schoen,Lake sockeye,,0
catch_quality,Scoular/Kilpatrick,Lake sockeye,,0
catch_quality,Seton-Late (de novo),Lake sockeye,,5
catch_quality,Sheneeza Inlet,Lake sockeye,,0
catch_quality,Ship Point Creek,Lake sockeye,,0
catch_quality,Shushartie,Lake sockeye,,0
catch_quality,Shuswap-Early Summer (cyclic),Lake sockeye,,5
catch_quality,Shuswap-Late (cyclic),Lake sockeye,,5
catch_quality,Sicintine,Lake sockeye,,0
catch_quality,Skidegate,Lake sockeye,,2
catch_quality,Slamgeesh,Lake sockeye,,0
catch_quality,Soda Creek,Lake sockeye,,0
catch_quality,South Atnarko Lakes,Lake sockeye,,2
catch_quality,Spawning,Lake sockeye,,0
catch_quality,Spencer Creek,Lake sockeye,,0
catch_quality,Sproat,Lake sockeye,,3
catch_quality,Stannard Creek,Lake sockeye,,0
catch_quality,Stephens,Lake sockeye,,5
catch_quality,Sustut,Lake sockeye,,0
catch_quality,Swan/Club,Lake sockeye,,5
catch_quality,Tahlo/Morrison,Lake sockeye,,5
catch_quality,Takla-Trembleur-Early Stuart (cyclic),Lake sockeye,,5
catch_quality,Takla-Trembleur-Stuart-Summer (cyclic),Lake sockeye,,5
catch_quality,Talamoosa Creek,Lake sockeye,,0
catch_quality,Tankeeah River,Lake sockeye,,2
catch_quality,Taseko-Early Summer,Lake sockeye,,0
catch_quality,Treneman Creek,Lake sockeye,,0
catch_quality,Tsimtack/Moore/Roger,Lake sockeye,,2
catch_quality,Tuno Creek East,Lake sockeye,,0
catch_quality,Tuno Creek West,Lake sockeye,,0
catch_quality,Tyler Creek,Lake sockeye,,0
catch_quality,Tzoonie,Lake sockeye,,0
catch_quality,Vernon,Lake sockeye,,0
catch_quality,Wale Creek,Lake sockeye,,0
catch_quality,Wannock (Owikeno),Lake sockeye,,0
catch_quality,Watt Bay,Lake sockeye,,0
catch_quality,West Creek,Lake sockeye,,0
catch_quality,William-Brink,Lake sockeye,,0
catch_quality,Woss,Lake sockeye,,0
catch_quality,Yaaklele Lagoon,Lake sockeye,,0
catch_quality,Yakoun,Lake sockeye,,2
catch_quality,Yeo,Lake sockeye,,2
catch_quality,East Haida Gwaii (even),Pink (even),,2
catch_quality,Georgia Strait (even),Pink (even),,3
catch_quality,Hecate Lowlands (even),Pink (even),,2
catch_quality,Hecate Strait-Fjords (even),Pink (even),,2
catch_quality,Middle-Upper Skeena (even),Pink (even),,3
catch_quality,Nass-Skeena Estuary (even),Pink (even),,3
catch_quality,North Haida Gwaii (even),Pink (even),,2
catch_quality,Northwest Vancouver Island (even),Pink (even),,0
catch_quality,Southern Fjords (even),Pink (even),,3
catch_quality,West Haida Gwaii (even),Pink (even),,2
catch_quality,West Vancouver Island (even),Pink (even),,0
catch_quality,East Haida Gwaii (odd),Pink (odd),,2
catch_quality,East Howe Sound-Burrard Inlet (odd),Pink (odd),,3
catch_quality,East Vancouver Island-Johnstone Strait (odd),Pink (odd),,3
catch_quality,Fraser River (odd),Pink (odd),,5
catch_quality,Georgia Strait (odd),Pink (odd),,3
catch_quality,Hecate Strait-Fjords (odd),Pink (odd),,2
catch_quality,Hecate Strait-Lowlands (odd),Pink (odd),,2
catch_quality,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),,2
catch_quality,Lower Skeena River (odd),Pink (odd),,3
catch_quality,Middle-Upper Skeena (odd),Pink (odd),,3
catch_quality,Nahwitti (odd),Pink (odd),,3
catch_quality,Nass-Skeena Estuary (odd),Pink (odd),,3
catch_quality,North Haida Gwaii (odd),Pink (odd),,2
catch_quality,Southern Fjords (odd),Pink (odd),,3
catch_quality,West Haida Gwaii (odd),Pink (odd),,2
catch_quality,West Vancouver Island (odd),Pink (odd),,0
catch_quality,East Haida Gwaii (river-type),River sockeye,,0
catch_quality,East Vancouver Island & Georgia Strait (river-type),River sockeye,,0
catch_quality,Harrison River (river-type),River sockeye,,5
catch_quality,North Haida Gwaii (river-type),River sockeye,,0
catch_quality,Northern Coastal Fjords (river-type),River sockeye,,0
catch_quality,Northern Coastal Streams (river-type),River sockeye,,0
catch_quality,NW Vancouver Island (river-type),River sockeye,,0
catch_quality,Rivers-Smith Inlets (river-type),River sockeye,,0
catch_quality,Skeena River-High Interior (river-type),River sockeye,,5
catch_quality,Skeena River (river-type),River sockeye,,0
catch_quality,Southern Fjords (river-type),River sockeye,,0
catch_quality,West Haida Gwaii (river-type),River sockeye,,0
catch_quality,West Vancouver Island (river-type),River sockeye,,0
catch_quality,Widgeon (river-type),River sockeye,,0
dq_score,Bella Coola-Bentinck,Chinook,,13
dq_score,Boundary Bay (Fall 4-1),Chinook,,0
dq_score,Dean River,Chinook,,10
dq_score,Docee,Chinook,,0
dq_score,East Haida Gwaii,Chinook,,0
dq_score,East Vancouver Island-Cowichan and Koksilah (Fall x-1),Chinook,,15
dq_score,East Vancouver Island-Georgia Strait (Summer 4-1),Chinook,,14
dq_score,East Vancouver Island-Goldstream (Fall x-1),Chinook,,5
dq_score,East Vancouver Island-Nanaimo (Spring x-2),Chinook,,0
dq_score,East Vancouver Island-Nanaimo and Chemainus (Fall x-1),Chinook,,13
dq_score,East Vancouver Island-North (Fall x-1),Chinook,,14
dq_score,East Vancouver Island-Qualicum and Puntledge (Fall x-1),Chinook,,13
dq_score,Ecstall,Chinook,,0
dq_score,Fraser Canyon-Nahatlatch (Spring 5-2),Chinook,,0
dq_score,Homathko (Summer x-x),Chinook,,0
dq_score,Kalum-Early,Chinook,,0
dq_score,Kalum-Late,Chinook,,15
dq_score,Klinaklini (Summer 5-2),Chinook,,0
dq_score,Lakelse,Chinook,,0
dq_score,Lower Fraser River-Maria Slough (Summer 4-1),Chinook,,0
dq_score,Lower Fraser River-Upper Pitt (Summer 5-2),Chinook,,0
dq_score,Lower Fraser River (Fall 4-1),Chinook,,14
dq_score,Lower Fraser River (Spring 5-2),Chinook,,8
dq_score,Lower Fraser River (Summer 5-2),Chinook,,0
dq_score,Lower Skeena,Chinook,,10
dq_score,Lower Thompson River (Spring 4-2),Chinook,,13
dq_score,Middle Fraser River-Portage (Fall 5-2),Chinook,,0
dq_score,Middle Fraser River (Spring 5-2),Chinook,,7
dq_score,Middle Fraser River (Summer 5-2),Chinook,,8
dq_score,Middle Skeena-Large Lakes,Chinook,,18
dq_score,Middle Skeena-Mainstem Tributaries,Chinook,,12
dq_score,North & Central Coast-Early,Chinook,,7
dq_score,North & Central Coast-Late,Chinook,,0
dq_score,North Haida Gwaii,Chinook,,0
dq_score,North Thompson River (Spring 5-2),Chinook,,9
dq_score,North Thompson River (Summer 5-2),Chinook,,10
dq_score,Rivers Inlet,Chinook,,8
dq_score,Shuswap River (Summer 4-1),Chinook,,14
dq_score,Sicintine,Chinook,,0
dq_score,Skeena Estuary,Chinook,,0
dq_score,South Thompson-Adams River Upper,Chinook,,0
dq_score,South Thompson River-Bessette Creek (Summer 4-2),Chinook,,8
dq_score,South Thompson River (Summer 4-1),Chinook,,8
dq_score,South Thompson River (Summer 5-2),Chinook,,13
dq_score,Southern Mainland-Georgia Strait (Fall x-1),Chinook,,0
dq_score,Southern Mainland-Southern Fjords (Fall x-1),Chinook,,5
dq_score,Upper Bulkley River,Chinook,,0
dq_score,Upper Fraser River (Spring 5-2),Chinook,,7
dq_score,Upper Skeena,Chinook,,0
dq_score,Wannock,Chinook,,9
dq_score,West Vancouver Island-Nootka and Kyuquot (Fall x-1),Chinook,,8
dq_score,West Vancouver Island-North (Fall x-1),Chinook,,5
dq_score,West Vancouver Island-South (Fall x-1),Chinook,,7
dq_score,Zymoetz,Chinook,,0
dq_score,Bella Coola-Dean Rivers,Chum,,12
dq_score,Bella Coola River-Late,Chum,,0
dq_score,Bute Inlet,Chum,,0
dq_score,Douglas-Gardner,Chum,,11
dq_score,East Haida Gwaii,Chum,,9
dq_score,Georgia Strait,Chum,,12
dq_score,Hecate Lowlands,Chum,,9
dq_score,Howe Sound-Burrard Inlet,Chum,,0
dq_score,Loughborough,Chum,,6
dq_score,Lower Fraser,Chum,,5
dq_score,Lower Skeena,Chum,,10
dq_score,Middle Skeena,Chum,,10
dq_score,Mussel-Kynoch,Chum,,12
dq_score,North Haida Gwaii,Chum,,7
dq_score,North Haida Gwaii-Stanley Creek,Chum,,8
dq_score,Northeast Vancouver Island,Chum,,6
dq_score,Northwest Vancouver Island,Chum,,9
dq_score,Rivers Inlet,Chum,,7
dq_score,Skeena Estuary,Chum,,6
dq_score,Skidegate,Chum,,10
dq_score,Smith Inlet,Chum,,11
dq_score,Southern Coastal Streams,Chum,,4
dq_score,Southwest & West Vancouver Island,Chum,,10
dq_score,Spiller-Fitz-Hugh-Burke,Chum,,9
dq_score,Upper Knight,Chum,,0
dq_score,Upper Skeena,Chum,,0
dq_score,Wannock,Chum,,0
dq_score,West Haida Gwaii,Chum,,8
dq_score,Bella Coola-Dean Rivers,Coho,,11
dq_score,Boundary Bay,Coho,,0
dq_score,Brim-Wahoo,Coho,,11
dq_score,Clayoquot,Coho,,6
dq_score,Douglas Channel-Kitimat Arm,Coho,,7
dq_score,East Haida Gwaii,Coho,,8
dq_score,East Vancouver Island-Georgia Strait,Coho,,5
dq_score,East Vancouver Island-Johnstone Strait-Southern Fjords,Coho,,8
dq_score,Fraser Canyon,Coho,,8
dq_score,Georgia Strait Mainland,Coho,,5
dq_score,Haida Gwaii-Graham Island Lowlands,Coho,,8
dq_score,Hecate Strait Mainland,Coho,,6
dq_score,Homathko-Klinaklini Rivers,Coho,,0
dq_score,Howe Sound-Burrard Inlet,Coho,,0
dq_score,Interior Fraser,Coho,,7
dq_score,Juan de Fuca-Pachena,Coho,,6
dq_score,Lillooet,Coho,,0
dq_score,Lower Fraser,Coho,,0
dq_score,Lower Skeena,Coho,,9
dq_score,Lower Thompson,Coho,,10
dq_score,Middle Skeena,Coho,,8
dq_score,Mussel-Kynoch,Coho,,7
dq_score,Nahwitti Lowland,Coho,,9
dq_score,North Thompson,Coho,,8
dq_score,Northern Coastal Streams,Coho,,11
dq_score,Rivers Inlet,Coho,,0
dq_score,Skeena Estuary,Coho,,0
dq_score,Smith Inlet,Coho,,10
dq_score,South Thompson,Coho,,7
dq_score,Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords,Coho,,4
dq_score,Upper Skeena,Coho,,14
dq_score,West Haida Gwaii,Coho,,7
dq_score,West Vancouver Island,Coho,,6
dq_score,Adams & Momich Lakes-Early Summer,Lake sockeye,,0
dq_score,Ain-Skundale-Ian,Lake sockeye,,0
dq_score,Alastair,Lake sockeye,,15
dq_score,Alice,Lake sockeye,,0
dq_score,Anderson-Seton-Early Summer,Lake sockeye,,19
dq_score,Asitika,Lake sockeye,,14
dq_score,Awun,Lake sockeye,,14
dq_score,Azuklotz,Lake sockeye,,14
dq_score,Babine (enhanced),Lake sockeye,,20
dq_score,Babine/Onerka,Lake sockeye,,17
dq_score,Backland,Lake sockeye,,11
dq_score,Banks,Lake sockeye,,0
dq_score,Bear,Lake sockeye,,11
dq_score,Bloomfield,Lake sockeye,,9
dq_score,Bolton Creek,Lake sockeye,,0
dq_score,Bonilla,Lake sockeye,,0
dq_score,Borrowman Creek,Lake sockeye,,0
dq_score,Bowron-Early Summer,Lake sockeye,,17
dq_score,Bulkley/Maxan,Lake sockeye,,0
dq_score,Busey Creek,Lake sockeye,,0
dq_score,Canoe Creek,Lake sockeye,,0
dq_score,Canoona,Lake sockeye,,11
dq_score,Cartwright Creek,Lake sockeye,,0
dq_score,Cecilia,Lake sockeye,,0
dq_score,Cheewat,Lake sockeye,,0
dq_score,Chic Chic,Lake sockeye,,0
dq_score,Chilko-Early Summer,Lake sockeye,,0
dq_score,Chilko-Summer,Lake sockeye,,19
dq_score,Chilliwack-Early Summer (cyclic),Lake sockeye,,13
dq_score,Citeyats,Lake sockeye,,0
dq_score,Clayoquot,Lake sockeye,,0
dq_score,Cultus-Late,Lake sockeye,,20
dq_score,Curtis Inlet,Lake sockeye,,11
dq_score,Dallain Creek,Lake sockeye,,0
dq_score,Damshilgwit,Lake sockeye,,20
dq_score,Deer,Lake sockeye,,0
dq_score,Deserted,Lake sockeye,,0
dq_score,Devon,Lake sockeye,,13
dq_score,Dome,Lake sockeye,,0
dq_score,Douglas Creek,Lake sockeye,,0
dq_score,Ecstall/Lower,Lake sockeye,,0
dq_score,Elizabeth,Lake sockeye,,0
dq_score,Elsie/Hoy,Lake sockeye,,0
dq_score,End Hill Creek,Lake sockeye,,0
dq_score,Evelyn,Lake sockeye,,15
dq_score,Evinrude Inlet,Lake sockeye,,0
dq_score,Fairfax,Lake sockeye,,0
dq_score,Fairy,Lake sockeye,,0
dq_score,Fannie Cove,Lake sockeye,,0
dq_score,Footsore/Hodder,Lake sockeye,,0
dq_score,Francois-Fraser-Summer,Lake sockeye,,19
dq_score,Freeda,Lake sockeye,,0
dq_score,Fulmore,Lake sockeye,,0
dq_score,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,,18
dq_score,Great Central,Lake sockeye,,3
dq_score,Harrison-Downstream Migrating-Late,Lake sockeye,,13
dq_score,Harrison-Upstream Migrating-Late,Lake sockeye,,18
dq_score,Hartley Bay,Lake sockeye,,15
dq_score,Henderson,Lake sockeye,,12
dq_score,Hesquiat,Lake sockeye,,1
dq_score,Hevenor Inlet,Lake sockeye,,0
dq_score,Heydon,Lake sockeye,,0
dq_score,Higgins Lagoon,Lake sockeye,,0
dq_score,Hobiton,Lake sockeye,,0
dq_score,Ida-Bonanza,Lake sockeye,,0
dq_score,Jalun,Lake sockeye,,0
dq_score,Jansen,Lake sockeye,,0
dq_score,Johanson,Lake sockeye,,0
dq_score,Johnston,Lake sockeye,,0
dq_score,Kadjusdis River,Lake sockeye,,9
dq_score,Kainet Creek,Lake sockeye,,13
dq_score,Kakweiken,Lake sockeye,,0
dq_score,Kamloops-Early Summer,Lake sockeye,,17
dq_score,Kanim,Lake sockeye,,0
dq_score,Kdelmashan Creek,Lake sockeye,,0
dq_score,Keecha,Lake sockeye,,11
dq_score,Kennedy,Lake sockeye,,0
dq_score,Kent Inlet Lagoon Creek,Lake sockeye,,0
dq_score,Kenzuwash Creeks,Lake sockeye,,0
dq_score,Keswar Creek,Lake sockeye,,0
dq_score,Kildidt Creek,Lake sockeye,,0
dq_score,Kildidt Lagoon Creek,Lake sockeye,,0
dq_score,Kimsquit,Lake sockeye,,0
dq_score,Kisameet,Lake sockeye,,0
dq_score,Kitkiata,Lake sockeye,,0
dq_score,Kitlope,Lake sockeye,,12
dq_score,Kitsumkalum,Lake sockeye,,10
dq_score,Kluatantan,Lake sockeye,,0
dq_score,Kluayaz,Lake sockeye,,0
