"stock.id","species","stock","region","sub.region","broodyear","spawners","recruits","use"
"203","Pink","Snohomish","Inside WA","Inside WA",1973,110000,129011,1
"203","Pink","Snohomish","Inside WA","Inside WA",1975,65751,237583,1
"203","Pink","Snohomish","Inside WA","Inside WA",1977,125990,404441,1
"203","Pink","Snohomish","Inside WA","Inside WA",1979,180724,205267,1
"203","Pink","Snohomish","Inside WA","Inside WA",1981,90096,265291,1
"203","Pink","Snohomish","Inside WA","Inside WA",1983,198283,565630,1
"203","Pink","Snohomish","Inside WA","Inside WA",1985,302192,244729,1
"203","Pink","Snohomish","Inside WA","Inside WA",1987,152418,329570,1
"203","Pink","Snohomish","Inside WA","Inside WA",1989,80149,292600,1
"203","Pink","Snohomish","Inside WA","Inside WA",1991,174000,125514,1
"203","Pink","Snohomish","Inside WA","Inside WA",1993,1e+05,169436,1
"203","Pink","Snohomish","Inside WA","Inside WA",1995,101600,147012,1
"203","Pink","Snohomish","Inside WA","Inside WA",1997,103537,253347,1
"203","Pink","Snohomish","Inside WA","Inside WA",1999,237057,1195100,1
"203","Pink","Snohomish","Inside WA","Inside WA",2001,1073369,1648022,1
"203","Pink","Snohomish","Inside WA","Inside WA",2003,1392568,541646,1
"203","Pink","Snohomish","Inside WA","Inside WA",2005,482245,1259510,1
"203","Pink","Snohomish","Inside WA","Inside WA",2007,1143695,2517254,1
"203","Pink","Snohomish","Inside WA","Inside WA",2009,1929839,897289,1
"203","Pink","Snohomish","Inside WA","Inside WA",2011,433326,3054656,1
"203","Pink","Snohomish","Inside WA","Inside WA",2013,1907088,569619,1
"203","Pink","Snohomish","Inside WA","Inside WA",2015,389446,72484,1
"203","Pink","Snohomish","Inside WA","Inside WA",2017,57491,628168,1
"203","Pink","Snohomish","Inside WA","Inside WA",2019,595953,849784,1
"204","Pink","Dungeness","Inside WA","Inside WA",1959,40000,83783,1
"204","Pink","Dungeness","Inside WA","Inside WA",1961,70000,638225,1
"204","Pink","Dungeness","Inside WA","Inside WA",1963,4e+05,101214,1
"204","Pink","Dungeness","Inside WA","Inside WA",1965,75000,206141,1
"204","Pink","Dungeness","Inside WA","Inside WA",1967,95000,20471,1
"204","Pink","Dungeness","Inside WA","Inside WA",1969,14400,62553,1
"204","Pink","Dungeness","Inside WA","Inside WA",1971,46000,71434,1
"204","Pink","Dungeness","Inside WA","Inside WA",1973,47000,36419,1
"204","Pink","Dungeness","Inside WA","Inside WA",1975,24300,65109,1
"204","Pink","Dungeness","Inside WA","Inside WA",1977,35700,115931,1
"204","Pink","Dungeness","Inside WA","Inside WA",1979,50100,6184,1
"204","Pink","Dungeness","Inside WA","Inside WA",1981,2900,5712,1
"204","Pink","Dungeness","Inside WA","Inside WA",1983,4888,6559,1
"204","Pink","Dungeness","Inside WA","Inside WA",1985,4730,2308,1
"204","Pink","Dungeness","Inside WA","Inside WA",1987,1906,15663,1
"204","Pink","Dungeness","Inside WA","Inside WA",1989,10902,13887,1
"204","Pink","Dungeness","Inside WA","Inside WA",1991,9895,1861,1
"204","Pink","Dungeness","Inside WA","Inside WA",1993,1695,9460,1
"204","Pink","Dungeness","Inside WA","Inside WA",1995,8252,5615,1
"204","Pink","Dungeness","Inside WA","Inside WA",1997,4935,7332,1
"204","Pink","Dungeness","Inside WA","Inside WA",1999,7306,81138,1
"204","Pink","Dungeness","Inside WA","Inside WA",2001,80344,15461,1
"204","Pink","Dungeness","Inside WA","Inside WA",2003,15116,8779,1
"204","Pink","Dungeness","Inside WA","Inside WA",2005,8667,6359,1
"204","Pink","Dungeness","Inside WA","Inside WA",2007,6223,44172,1
"204","Pink","Dungeness","Inside WA","Inside WA",2009,41477,29315,1
"204","Pink","Dungeness","Inside WA","Inside WA",2011,27405,414684,1
"204","Pink","Dungeness","Inside WA","Inside WA",2013,394016,357071,1
"204","Pink","Dungeness","Inside WA","Inside WA",2015,337616,18441,1
"204","Pink","Dungeness","Inside WA","Inside WA",2017,17753,49618,1
"204","Pink","Dungeness","Inside WA","Inside WA",2019,48233,160226,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1959,125000,205979,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1961,125000,2287418,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1963,640000,303185,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1965,185000,233114,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1967,105000,117056,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1969,75000,306729,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1971,2e+05,65984,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1973,35000,58918,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1975,30000,71653,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1977,38000,299923,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1979,135000,46884,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1981,18000,168700,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1983,126100,374856,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1985,2e+05,188426,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1987,119000,339913,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1989,70400,146866,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1991,86000,131730,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1993,110000,310020,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1995,208000,128134,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1997,88572,237809,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",1999,224486,854506,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",2001,774279,217964,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",2003,184433,125761,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",2005,117879,258475,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",2007,239896,1216236,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",2009,952534,339463,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",2011,179577,389454,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",2013,246481,125497,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",2015,91228,22411,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",2017,21462,58209,1
"205","Pink","Stillaguamish","Inside WA","Inside WA",2019,55322,250162,1
"206","Pink","Skagit","Inside WA","Inside WA",1959,2e+05,615898,1
"206","Pink","Skagit","Inside WA","Inside WA",1961,4e+05,5008979,1
"206","Pink","Skagit","Inside WA","Inside WA",1963,1190000,266258,1
"206","Pink","Skagit","Inside WA","Inside WA",1965,150000,243063,1
"206","Pink","Skagit","Inside WA","Inside WA",1967,1e+05,155912,1
"206","Pink","Skagit","Inside WA","Inside WA",1969,1e+05,499705,1
"206","Pink","Skagit","Inside WA","Inside WA",1971,300555,510767,1
"206","Pink","Skagit","Inside WA","Inside WA",1973,251181,212626,1
"206","Pink","Skagit","Inside WA","Inside WA",1975,103135,934557,1
"206","Pink","Skagit","Inside WA","Inside WA",1977,504924,1146601,1
"206","Pink","Skagit","Inside WA","Inside WA",1979,300384,408984,1
"206","Pink","Skagit","Inside WA","Inside WA",1981,100268,556769,1
"206","Pink","Skagit","Inside WA","Inside WA",1983,470128,1320537,1
"206","Pink","Skagit","Inside WA","Inside WA",1985,710030,1162609,1
"206","Pink","Skagit","Inside WA","Inside WA",1987,593535,1443525,1
"206","Pink","Skagit","Inside WA","Inside WA",1989,401300,708469,1
"206","Pink","Skagit","Inside WA","Inside WA",1991,351000,782503,1
"206","Pink","Skagit","Inside WA","Inside WA",1993,530000,1716170,1
"206","Pink","Skagit","Inside WA","Inside WA",1995,857000,140873,1
"206","Pink","Skagit","Inside WA","Inside WA",1997,60000,353892,1
"206","Pink","Skagit","Inside WA","Inside WA",1999,320000,1200342,1
"206","Pink","Skagit","Inside WA","Inside WA",2001,894061,876931,1
"206","Pink","Skagit","Inside WA","Inside WA",2003,567080,85276,1
"206","Pink","Skagit","Inside WA","Inside WA",2005,60000,315038,1
"206","Pink","Skagit","Inside WA","Inside WA",2007,3e+05,1585213,1
"206","Pink","Skagit","Inside WA","Inside WA",2009,1110000,1027540,1
"206","Pink","Skagit","Inside WA","Inside WA",2011,560000,1624838,1
"206","Pink","Skagit","Inside WA","Inside WA",2013,9e+05,412901,1
"206","Pink","Skagit","Inside WA","Inside WA",2015,290000,117877,1
"206","Pink","Skagit","Inside WA","Inside WA",2017,110000,309481,1
"206","Pink","Skagit","Inside WA","Inside WA",2019,3e+05,619972,1
"207","Pink","Nooksack","Inside WA","Inside WA",1959,30000,182400,1
"207","Pink","Nooksack","Inside WA","Inside WA",1961,1e+05,591801,1
"207","Pink","Nooksack","Inside WA","Inside WA",1963,150000,31244,1
"207","Pink","Nooksack","Inside WA","Inside WA",1965,15251,62741,1
"207","Pink","Nooksack","Inside WA","Inside WA",1967,20000,31759,1
"207","Pink","Nooksack","Inside WA","Inside WA",1969,15000,69924,1
"207","Pink","Nooksack","Inside WA","Inside WA",1971,40000,203146,1
"207","Pink","Nooksack","Inside WA","Inside WA",1973,75000,105782,1
"207","Pink","Nooksack","Inside WA","Inside WA",1975,36000,58222,1
"207","Pink","Nooksack","Inside WA","Inside WA",1977,25000,141271,1
"207","Pink","Nooksack","Inside WA","Inside WA",1979,3100,56041,1
"207","Pink","Nooksack","Inside WA","Inside WA",1981,15000,83007,1
"207","Pink","Nooksack","Inside WA","Inside WA",1983,60000,40138,1
"207","Pink","Nooksack","Inside WA","Inside WA",1985,23000,47614,1
"207","Pink","Nooksack","Inside WA","Inside WA",1987,37000,212294,1
"207","Pink","Nooksack","Inside WA","Inside WA",1989,136000,58262,1
"207","Pink","Nooksack","Inside WA","Inside WA",1991,24000,63098,1
"207","Pink","Nooksack","Inside WA","Inside WA",1993,56000,260726,1
"207","Pink","Nooksack","Inside WA","Inside WA",1995,220000,30971,1
"207","Pink","Nooksack","Inside WA","Inside WA",1997,26000,97851,1
"207","Pink","Nooksack","Inside WA","Inside WA",1999,95000,240729,1
"207","Pink","Nooksack","Inside WA","Inside WA",2001,226000,53973,1
"207","Pink","Nooksack","Inside WA","Inside WA",2003,51000,5622,1
"207","Pink","Nooksack","Inside WA","Inside WA",2005,3700,10181,1
"207","Pink","Nooksack","Inside WA","Inside WA",2007,9300,51202,1
"207","Pink","Nooksack","Inside WA","Inside WA",2009,45000,60676,1
"207","Pink","Nooksack","Inside WA","Inside WA",2011,49000,328351,1
"207","Pink","Nooksack","Inside WA","Inside WA",2013,224000,336360,1
"207","Pink","Nooksack","Inside WA","Inside WA",2015,247000,32568,1
"207","Pink","Nooksack","Inside WA","Inside WA",2017,24000,69662,1
"207","Pink","Nooksack","Inside WA","Inside WA",2019,50000,130045,1
"247","Pink","Nisqually","Inside WA","Inside WA",1959,4000,8764,1
"247","Pink","Nisqually","Inside WA","Inside WA",1961,5000,19593,1
"247","Pink","Nisqually","Inside WA","Inside WA",1963,9000,9057,1
"247","Pink","Nisqually","Inside WA","Inside WA",1965,4000,17416,1
"247","Pink","Nisqually","Inside WA","Inside WA",1967,7000,6295,1
"247","Pink","Nisqually","Inside WA","Inside WA",1969,3500,20545,1
"247","Pink","Nisqually","Inside WA","Inside WA",1971,10000,25160,1
"247","Pink","Nisqually","Inside WA","Inside WA",1973,8000,13645,1
"247","Pink","Nisqually","Inside WA","Inside WA",1975,6000,10690,1
"247","Pink","Nisqually","Inside WA","Inside WA",1977,5200,4654,1
"247","Pink","Nisqually","Inside WA","Inside WA",1979,1300,1281,1
"247","Pink","Nisqually","Inside WA","Inside WA",1981,500,1178,1
"247","Pink","Nisqually","Inside WA","Inside WA",1983,500,1440,1
"247","Pink","Nisqually","Inside WA","Inside WA",1985,500,12576,1
"247","Pink","Nisqually","Inside WA","Inside WA",1987,7700,22582,1
"247","Pink","Nisqually","Inside WA","Inside WA",1989,12300,3213,1
"247","Pink","Nisqually","Inside WA","Inside WA",1991,1900,690,1
"247","Pink","Nisqually","Inside WA","Inside WA",1993,500,892,1
"247","Pink","Nisqually","Inside WA","Inside WA",1995,579,46,1
"247","Pink","Nisqually","Inside WA","Inside WA",1997,1,11,1
"247","Pink","Nisqually","Inside WA","Inside WA",1999,1,1,1
"247","Pink","Nisqually","Inside WA","Inside WA",2001,1,517,1
"247","Pink","Nisqually","Inside WA","Inside WA",2003,1,1063,1
"247","Pink","Nisqually","Inside WA","Inside WA",2005,581,1452,1
"247","Pink","Nisqually","Inside WA","Inside WA",2007,1000,14978,1
"247","Pink","Nisqually","Inside WA","Inside WA",2009,12300,853033,1
"247","Pink","Nisqually","Inside WA","Inside WA",2011,765447,921434,1
"247","Pink","Nisqually","Inside WA","Inside WA",2013,815887,204814,1
"247","Pink","Nisqually","Inside WA","Inside WA",2015,162148,9492,1
"247","Pink","Nisqually","Inside WA","Inside WA",2017,6801,425527,1
"247","Pink","Nisqually","Inside WA","Inside WA",2019,406029,94429,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1959,100,122,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1961,100,368,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1963,200,719,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1965,500,813,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1967,400,452,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1969,300,720,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1971,500,975,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1973,600,174,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1975,100,1419,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1977,700,2374,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1979,800,429,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1981,100,241,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1983,100,195,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1985,100,142,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1987,100,98,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1989,50,83,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1991,50,66,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1993,50,71,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1995,31,326,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1997,233,20,1
"248","Pink","S South Misc.","Inside WA","Inside WA",1999,17,174,1
"248","Pink","S South Misc.","Inside WA","Inside WA",2001,114,204,1
"248","Pink","S South Misc.","Inside WA","Inside WA",2003,186,107,1
"248","Pink","S South Misc.","Inside WA","Inside WA",2005,95,143,1
"248","Pink","S South Misc.","Inside WA","Inside WA",2007,129,1852,1
"248","Pink","S South Misc.","Inside WA","Inside WA",2009,1492,585,1
"248","Pink","S South Misc.","Inside WA","Inside WA",2011,315,1648,1
"248","Pink","S South Misc.","Inside WA","Inside WA",2013,1147,827,1
"248","Pink","S South Misc.","Inside WA","Inside WA",2015,607,93,1
"248","Pink","S South Misc.","Inside WA","Inside WA",2017,86,31,1
"248","Pink","S South Misc.","Inside WA","Inside WA",2019,14,161,1
"208","Pink","Fraser","Fraser River","BC South",1961,1092561,6460055,1
"208","Pink","Fraser","Fraser River","BC South",1963,1954038,1889246,1
"208","Pink","Fraser","Fraser River","BC South",1965,1194099,5482350,1
"208","Pink","Fraser","Fraser River","BC South",1967,1831219,2319887,1
"208","Pink","Fraser","Fraser River","BC South",1969,1530913,12962791,1
"208","Pink","Fraser","Fraser River","BC South",1971,1804952,3931461,1
"208","Pink","Fraser","Fraser River","BC South",1973,1754261,9763328,1
"208","Pink","Fraser","Fraser River","BC South",1975,1367089,6803984,1
"208","Pink","Fraser","Fraser River","BC South",1977,2387811,4893955,1
"208","Pink","Fraser","Fraser River","BC South",1979,3560654,8209485,1
"208","Pink","Fraser","Fraser River","BC South",1981,4488336,14404120,1
"208","Pink","Fraser","Fraser River","BC South",1983,4631721,18684689,1
"208","Pink","Fraser","Fraser River","BC South",1985,6460950,15346097,1
"208","Pink","Fraser","Fraser River","BC South",1987,3223521,19038024,1
"208","Pink","Fraser","Fraser River","BC South",1989,7189201,7171773,1
"208","Pink","Fraser","Fraser River","BC South",1991,12942835,16484275,1
"208","Pink","Fraser","Fraser River","BC South",1993,10768335,22173639,1
"208","Pink","Fraser","Fraser River","BC South",1995,7174584,16983498,1
"208","Pink","Fraser","Fraser River","BC South",1997,2842108,12903708,1
"208","Pink","Fraser","Fraser River","BC South",1999,3444982,8175964,1
"208","Pink","Fraser","Fraser River","BC South",2001,19813620,3608265,1
"208","Pink","Fraser","Fraser River","BC South",2003,22181030,21261774,1
"208","Pink","Fraser","Fraser River","BC South",2005,8809624,24250000,1
"208","Pink","Fraser","Fraser River","BC South",2007,7650052,9870000,1
"208","Pink","Fraser","Fraser River","BC South",2009,15428836,8490000,1
"208","Pink","Fraser","Fraser River","BC South",2011,12784508,19936153,1
"208","Pink","Fraser","Fraser River","BC South",2013,9344490,20645120,1
"208","Pink","Fraser","Fraser River","BC South",2015,5315845,15897819,1
"208","Pink","Fraser","Fraser River","BC South",2017,3392159,5812085,1
"208","Pink","Fraser","Fraser River","BC South",2019,8307419,3563091,1
"208","Pink","Fraser","Fraser River","BC South",2021,7827445,8858203,1
"221","Pink","S SEAK","SEAK","SEAK",1960,1645698,18018178,1
"221","Pink","S SEAK","SEAK","SEAK",1961,3051815,11375279,1
"221","Pink","S SEAK","SEAK","SEAK",1962,7277750,18498952,1
"221","Pink","S SEAK","SEAK","SEAK",1963,6239135,11499633,1
"221","Pink","S SEAK","SEAK","SEAK",1964,7241005,24066918,1
"221","Pink","S SEAK","SEAK","SEAK",1965,5789175,4335653,1
"221","Pink","S SEAK","SEAK","SEAK",1966,8505363,22660571,1
"221","Pink","S SEAK","SEAK","SEAK",1967,3694113,5491593,1
"221","Pink","S SEAK","SEAK","SEAK",1968,7466695,11799014,1
"221","Pink","S SEAK","SEAK","SEAK",1969,4292453,13509162,1
"221","Pink","S SEAK","SEAK","SEAK",1970,6428255,15278598,1
"221","Pink","S SEAK","SEAK","SEAK",1971,7249918,10606553,1
"221","Pink","S SEAK","SEAK","SEAK",1972,6125953,9844298,1
"221","Pink","S SEAK","SEAK","SEAK",1973,6048048,11491835,1
"221","Pink","S SEAK","SEAK","SEAK",1974,5623493,13648641,1
"221","Pink","S SEAK","SEAK","SEAK",1975,8158853,23897761,1
"221","Pink","S SEAK","SEAK","SEAK",1976,8486705,28963338,1
"221","Pink","S SEAK","SEAK","SEAK",1977,12599508,15575736,1
"221","Pink","S SEAK","SEAK","SEAK",1978,10538360,25022308,1
"221","Pink","S SEAK","SEAK","SEAK",1979,8585955,25227802,1
"221","Pink","S SEAK","SEAK","SEAK",1980,12098035,23055870,1
"221","Pink","S SEAK","SEAK","SEAK",1981,11702868,47769995,1
"221","Pink","S SEAK","SEAK","SEAK",1982,10094798,38863370,1
"221","Pink","S SEAK","SEAK","SEAK",1983,16308113,55599110,1
"221","Pink","S SEAK","SEAK","SEAK",1984,19186855,73580617,1
"221","Pink","S SEAK","SEAK","SEAK",1985,24886955,15904992,1
"221","Pink","S SEAK","SEAK","SEAK",1986,28561160,17230952,1
"221","Pink","S SEAK","SEAK","SEAK",1987,11273663,64093613,1
"221","Pink","S SEAK","SEAK","SEAK",1988,8176163,39534645,1
"221","Pink","S SEAK","SEAK","SEAK",1989,18330133,57573643,1
"221","Pink","S SEAK","SEAK","SEAK",1990,12851393,32723774,1
"221","Pink","S SEAK","SEAK","SEAK",1991,14076368,55400184,1
"221","Pink","S SEAK","SEAK","SEAK",1992,13714198,34227825,1
"221","Pink","S SEAK","SEAK","SEAK",1993,16181233,60780765,1
"221","Pink","S SEAK","SEAK","SEAK",1994,13167560,83426596,1
"221","Pink","S SEAK","SEAK","SEAK",1995,19465300,30225545,1
"221","Pink","S SEAK","SEAK","SEAK",1996,29750273,41128808,1
"221","Pink","S SEAK","SEAK","SEAK",1997,14927440,67046610,1
"221","Pink","S SEAK","SEAK","SEAK",1998,17380043,25882720,1
"221","Pink","S SEAK","SEAK","SEAK",1999,28189610,79477238,1
"221","Pink","S SEAK","SEAK","SEAK",2000,13505943,45432341,1
"221","Pink","S SEAK","SEAK","SEAK",2001,27465698,53720970,1
"221","Pink","S SEAK","SEAK","SEAK",2002,22113080,41564106,1
"221","Pink","S SEAK","SEAK","SEAK",2003,24443423,52353479,1
"221","Pink","S SEAK","SEAK","SEAK",2004,20639850,14086080,1
"221","Pink","S SEAK","SEAK","SEAK",2005,23489198,58255286,1
"221","Pink","S SEAK","SEAK","SEAK",2006,10818898,29374172,1
"221","Pink","S SEAK","SEAK","SEAK",2007,26478430,44429724,1
"221","Pink","S SEAK","SEAK","SEAK",2008,15735923,28551949,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1960,344205,399494,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1961,875088,3349217,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1962,334630,404449,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1963,2049505,1566842,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1964,328803,159136,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1965,948288,626930,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1966,130035,111655,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1967,500073,1189566,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1968,51895,213220,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1969,1052220,665671,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1970,145265,356042,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1971,573925,1150367,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1972,306308,532619,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1973,891608,1826656,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1974,470398,758496,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1975,1260848,6468894,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1976,652855,956662,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1977,4270718,5872272,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1978,794675,639867,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1979,4060198,6424193,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1980,530225,2033582,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1981,3676025,5645863,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1982,1530970,3397864,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1983,3089278,10032670,1
"222","Pink","N SEAK Outside","SEAK","SEAK",1984,2123058,1040062,1
