"","stock","species","broodyear","spawners","recruits","r0.1","r0.2","r0.3","r0.4","r0.5","r1.1","r1.2","r1.3","r1.4","r1.5","r2","r2.1","r2.2","r2.3","r2.4","r2.5","r3","r3.1","r3.2","r3.3","r3.4","r4","r4.1","r4.2","r4.3","r4.4","r5","r5.1","r5.2","r5.3","r6","r6.2","r6.3","r6.4","r7","r7.2","r8","stock.id","logRS"
"945","Late Shuswap-Sockeye","Sockeye",1987,310451,3903932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,8518,NA,NA,NA,0,3840210,0,NA,NA,0,55204,0,NA,0,0,0,NA,0,NA,18,2.53171345041217
"946","Late Shuswap-Sockeye","Sockeye",1988,3556,8220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,6611,0,NA,NA,0,1608,0,NA,0,0,0,NA,0,NA,18,0.83793389141643
"947","Late Shuswap-Sockeye","Sockeye",1989,382,13135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,277,NA,NA,NA,0,12858,0,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,18,3.53761509351307
"948","Late Shuswap-Sockeye","Sockeye",1990,1744387,7770370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2206,19675,NA,NA,NA,0,7602634,3,NA,NA,0,125559,20134,NA,0,159,0,NA,0,NA,18,1.49391457775389
"949","Late Shuswap-Sockeye","Sockeye",1991,615852,866189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,770,NA,NA,NA,0,845854,0,NA,NA,0,19352,213,NA,0,0,0,NA,0,NA,18,0.341096454627933
"950","Late Shuswap-Sockeye","Sockeye",1992,6640,19909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,11466,0,NA,NA,0,8443,0,NA,0,0,0,NA,0,NA,18,1.09805992730932
"951","Late Shuswap-Sockeye","Sockeye",1993,753,15366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,23,NA,NA,NA,0,15343,0,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,18,3.01584732762769
"952","Late Shuswap-Sockeye","Sockeye",1994,664678,2610200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,634,NA,NA,NA,0,2589723,31,NA,NA,0,17569,2243,NA,0,0,0,NA,0,NA,18,1.36787941287166
"953","Late Shuswap-Sockeye","Sockeye",1995,210742,771591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,475,NA,NA,NA,0,750905,0,NA,NA,0,20211,0,NA,0,0,0,NA,0,NA,18,1.29781998039527
"954","Late Shuswap-Sockeye","Sockeye",1996,5493,61532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,31740,0,NA,NA,0,29362,430,NA,0,0,0,NA,0,NA,18,2.41608281033302
"955","Late Shuswap-Sockeye","Sockeye",1997,597,34711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,282,33707,0,NA,NA,0,722,0,NA,0,0,0,NA,0,NA,18,4.0628948051894
"956","Late Shuswap-Sockeye","Sockeye",1998,680552,7248023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64859,20892,NA,NA,NA,0,7141837,0,NA,NA,0,20407,28,NA,0,0,0,NA,0,NA,18,2.3655797874337
"957","Late Shuswap-Sockeye","Sockeye",1999,138275,698913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,111,NA,NA,NA,0,677510,0,NA,NA,0,21292,0,NA,0,0,0,NA,0,NA,18,1.62028181508753
"958","Late Shuswap-Sockeye","Sockeye",2000,164,1388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,1388,0,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,18,2.13575271324255
"959","Late Shuswap-Sockeye","Sockeye",2001,2138,8890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,88,NA,NA,NA,1104,6455,0,NA,NA,0,1243,0,NA,0,0,0,NA,0,NA,18,1.42505623692296
"960","Late Shuswap-Sockeye","Sockeye",2002,2844548,7509787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,25496,42234,NA,NA,NA,0,7387191,0,NA,NA,0,53848,1018,NA,0,0,0,NA,0,NA,18,0.970802923453468
"961","Late Shuswap-Sockeye","Sockeye",2003,189695,138420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5984,12,NA,NA,NA,0,120226,0,NA,NA,0,12198,0,NA,0,0,0,NA,0,NA,18,-0.315124977773457
"962","Late Shuswap-Sockeye","Sockeye",2004,2234,1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,1935,0,NA,0,0,0,NA,0,NA,18,-0.143686374165264
"963","Late Shuswap-Sockeye","Sockeye",2005,11793,33870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1119,32714,37,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,18,1.05502353172185
"964","Late Shuswap-Sockeye","Sockeye",2006,1170692,17571901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,29047,45470,NA,NA,NA,0,17333012,0,NA,NA,0,163973,399,NA,0,0,0,NA,0,NA,18,2.70870606517281
"965","Late Shuswap-Sockeye","Sockeye",2007,32296,214511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,58,NA,NA,NA,0,214296,0,NA,NA,0,94,0,NA,63,0,0,NA,0,NA,18,1.89341763555383
"966","Late Shuswap-Sockeye","Sockeye",2008,83,9300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,9300,0,NA,0,0,0,NA,0,NA,18,4.71892907134475
"967","Late Shuswap-Sockeye","Sockeye",2009,20208,385521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1259,384008,211,NA,NA,0,0,0,NA,0,43,0,NA,0,NA,18,2.94851710061973
"968","Late Shuswap-Sockeye","Sockeye",2010,3073220,8223221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,14837,41206,NA,NA,NA,0,8155534,20,NA,NA,0,10631,993,NA,0,0,0,NA,0,NA,18,0.984236109598984
"969","Late Shuswap-Sockeye","Sockeye",2011,46028,20033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,89,NA,NA,NA,0,19139,0,NA,NA,0,805,0,NA,0,0,0,NA,0,NA,18,-0.831868993161697
"970","Late Shuswap-Sockeye","Sockeye",2013,87946,28041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,72,0,NA,NA,NA,0,27943,26,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,18,-1.14305526489416
"971","Late Shuswap-Sockeye","Sockeye",2014,1053404,4310691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,9157,NA,NA,NA,0,4289386,0,NA,NA,0,12115,33,NA,0,0,0,NA,NA,NA,18,1.40907139080303
"972","Late Shuswap-Sockeye","Sockeye",2015,3178,1689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,1626,0,NA,NA,0,63,0,NA,NA,NA,NA,NA,NA,NA,18,-0.632115430288861
"973","Birkenhead-Sockeye","Sockeye",1948,54755,208791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,179637,2095,NA,NA,NA,12353,13100,NA,0,1606,0,NA,0,NA,19,1.33846506290351
"974","Birkenhead-Sockeye","Sockeye",1949,43328,308662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,44548,NA,NA,NA,0,228462,10840,NA,NA,0,8696,14278,NA,0,1838,0,NA,0,NA,19,1.96344774978347
"975","Birkenhead-Sockeye","Sockeye",1950,41370,242740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,13166,NA,NA,NA,0,183919,3756,NA,NA,0,30830,9493,NA,0,1576,0,NA,0,NA,19,1.7694349312049
"976","Birkenhead-Sockeye","Sockeye",1951,13589,216719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,31161,NA,NA,NA,0,107397,1374,NA,NA,0,66404,8861,NA,0,1522,0,NA,0,NA,19,2.76934094157903
"977","Birkenhead-Sockeye","Sockeye",1952,24744,244678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,14902,NA,NA,NA,0,180787,3107,NA,NA,0,33154,11993,NA,0,735,0,NA,0,NA,19,2.29136002501671
"978","Birkenhead-Sockeye","Sockeye",1953,16287,156143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,8205,NA,NA,NA,0,102206,3835,NA,NA,0,16671,24273,NA,0,953,0,NA,0,NA,19,2.26040501044247
"979","Birkenhead-Sockeye","Sockeye",1954,8635,175704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,12671,NA,NA,NA,0,128222,5306,NA,NA,0,17949,10328,NA,0,1228,0,NA,0,NA,19,3.01297704941381
"980","Birkenhead-Sockeye","Sockeye",1955,8185,280383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,35100,NA,NA,NA,0,221160,3522,NA,NA,0,7193,7790,NA,0,5618,0,NA,0,NA,19,3.53385331482465
"981","Birkenhead-Sockeye","Sockeye",1956,27156,279109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,20500,NA,NA,NA,0,209127,1874,NA,NA,0,42071,3840,NA,0,1697,0,NA,0,NA,19,2.3300043700896
"982","Birkenhead-Sockeye","Sockeye",1957,7068,76363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3587,NA,NA,NA,0,37495,5586,NA,NA,0,5340,21961,NA,0,2394,0,NA,0,NA,19,2.37992073121348
"983","Birkenhead-Sockeye","Sockeye",1958,5510,129262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,21115,NA,NA,NA,0,74626,3512,NA,NA,0,11443,17844,NA,0,722,0,NA,0,NA,19,3.15527672924093
"984","Birkenhead-Sockeye","Sockeye",1959,11388,268022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,26205,NA,NA,NA,0,188393,8984,NA,NA,0,36763,7505,NA,0,172,0,NA,0,NA,19,3.15850889727814
"985","Birkenhead-Sockeye","Sockeye",1960,19198,172100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,28566,NA,NA,NA,0,119526,3085,NA,NA,0,10607,6980,NA,0,3336,0,NA,0,NA,19,2.19326959627615
"986","Birkenhead-Sockeye","Sockeye",1961,10550,129815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,21891,NA,NA,NA,0,67104,3102,NA,NA,0,17364,19054,NA,0,1300,0,NA,0,NA,19,2.50998450007479
"987","Birkenhead-Sockeye","Sockeye",1962,14311,102491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,21342,NA,NA,NA,0,66117,2725,NA,NA,0,8304,3995,NA,0,8,0,NA,0,NA,19,1.9687465175166
"988","Birkenhead-Sockeye","Sockeye",1963,20769,456078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,95525,NA,NA,NA,0,281641,3924,NA,NA,0,48565,26112,NA,0,311,0,NA,0,NA,19,3.08920235715413
"989","Birkenhead-Sockeye","Sockeye",1964,27978,365895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,39236,NA,NA,NA,0,225898,869,NA,NA,0,85137,14542,NA,0,213,0,NA,0,NA,19,2.57092791994178
"990","Birkenhead-Sockeye","Sockeye",1965,9769,165171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,30602,NA,NA,NA,0,109033,2068,NA,NA,0,14770,7215,NA,0,1483,0,NA,0,NA,19,2.82776719421209
"991","Birkenhead-Sockeye","Sockeye",1966,13462,316855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,56603,NA,NA,NA,0,155016,6824,NA,NA,0,61319,36465,NA,0,628,0,NA,0,NA,19,3.1585733543942
"992","Birkenhead-Sockeye","Sockeye",1967,17580,492408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,54257,NA,NA,NA,0,365358,6953,NA,NA,0,45896,19124,NA,0,820,0,NA,0,NA,19,3.33254574887498
"993","Birkenhead-Sockeye","Sockeye",1968,31042,285207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,21213,NA,NA,NA,0,218223,1957,NA,NA,0,35366,8346,NA,0,102,0,NA,0,NA,19,2.21787410618947
"994","Birkenhead-Sockeye","Sockeye",1969,14324,791869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,73972,NA,NA,NA,0,451184,2190,NA,NA,0,239195,25067,NA,0,261,0,NA,0,NA,19,4.01245952195708
"995","Birkenhead-Sockeye","Sockeye",1970,19252,738909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,119108,NA,NA,NA,0,531214,22383,NA,NA,0,30799,32549,NA,0,2856,0,NA,0,NA,19,3.64755982254753
"996","Birkenhead-Sockeye","Sockeye",1971,16143,369096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,62316,NA,NA,NA,0,245897,1952,NA,NA,0,46347,12033,NA,0,551,0,NA,0,NA,19,3.12957025363034
"997","Birkenhead-Sockeye","Sockeye",1972,26202,519340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,42841,NA,NA,NA,0,424942,1431,NA,NA,0,46655,3256,NA,0,215,0,NA,0,NA,19,2.98672303091919
"998","Birkenhead-Sockeye","Sockeye",1973,28374,216524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,44117,NA,NA,NA,0,140353,3011,NA,NA,0,24973,4070,NA,0,0,0,NA,0,NA,19,2.03222816291231
"999","Birkenhead-Sockeye","Sockeye",1974,85495,727181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,54695,NA,NA,NA,0,424633,3384,NA,NA,0,207538,32659,NA,0,4272,0,NA,0,NA,19,2.14071752020862
"1000","Birkenhead-Sockeye","Sockeye",1975,19653,120593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,9335,NA,NA,NA,0,80976,1030,NA,NA,0,18616,10152,NA,0,484,0,NA,0,NA,19,1.81419124107292
"1001","Birkenhead-Sockeye","Sockeye",1976,50023,619577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,29279,NA,NA,NA,0,479356,977,NA,NA,0,84392,22209,NA,0,3364,0,NA,0,NA,19,2.5165540874701
"1002","Birkenhead-Sockeye","Sockeye",1977,12799,431633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,15580,NA,NA,NA,0,287020,3551,NA,NA,0,98126,21384,NA,0,5972,0,NA,0,NA,19,3.51820864727233
"1003","Birkenhead-Sockeye","Sockeye",1978,48158,666214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,42233,NA,NA,NA,0,493542,292,NA,NA,0,117215,11450,NA,0,1482,0,NA,0,NA,19,2.62712366835003
"1004","Birkenhead-Sockeye","Sockeye",1979,35168,415951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,13881,NA,NA,NA,0,273583,895,NA,NA,0,121177,5205,NA,0,1210,0,NA,0,NA,19,2.47043088664091
"1005","Birkenhead-Sockeye","Sockeye",1980,32786,163172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,10131,NA,NA,NA,0,115564,0,NA,NA,0,36212,1265,NA,0,0,0,NA,0,NA,19,1.60480326417871
"1006","Birkenhead-Sockeye","Sockeye",1981,27175,266159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,4550,NA,NA,NA,0,105179,0,NA,NA,0,156430,0,NA,0,0,0,NA,0,NA,19,2.28179644155733
"1007","Birkenhead-Sockeye","Sockeye",1982,72353,1816442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,48333,NA,NA,NA,0,1471487,1815,NA,NA,0,281339,12955,NA,0,513,0,NA,0,NA,19,3.22307800429863
"1008","Birkenhead-Sockeye","Sockeye",1983,21069,808110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,15268,NA,NA,NA,0,625519,795,NA,NA,0,149561,15531,NA,0,1436,0,NA,0,NA,19,3.64689542202394
"1009","Birkenhead-Sockeye","Sockeye",1984,23226,470361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,5918,NA,NA,NA,0,347631,120,NA,NA,0,86729,27258,NA,0,2705,0,NA,0,NA,19,3.00822814416051
"1010","Birkenhead-Sockeye","Sockeye",1985,5757,245842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,12226,NA,NA,NA,0,123208,851,NA,NA,0,93098,15248,NA,0,1211,0,NA,0,NA,19,3.75427254746806
"1011","Birkenhead-Sockeye","Sockeye",1986,197841,1211967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,24019,NA,NA,NA,0,869228,559,NA,NA,0,315301,2860,NA,0,0,0,NA,0,NA,19,1.81253626074585
"1012","Birkenhead-Sockeye","Sockeye",1987,89492,999898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,5671,NA,NA,NA,0,698300,1185,NA,NA,0,279598,3799,NA,0,11345,0,NA,0,NA,19,2.41350403796895
"1013","Birkenhead-Sockeye","Sockeye",1988,75537,927715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,29507,NA,NA,NA,0,200724,1501,NA,NA,0,664723,27396,NA,0,3864,0,NA,0,NA,19,2.50810197111176
"1014","Birkenhead-Sockeye","Sockeye",1989,15690,1147929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,36435,NA,NA,NA,0,935181,1181,NA,NA,0,173958,1174,NA,0,0,0,NA,0,NA,19,4.29269116153209
"1015","Birkenhead-Sockeye","Sockeye",1990,97108,238613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,10179,NA,NA,NA,0,200407,0,NA,NA,0,24968,3059,NA,0,0,0,NA,0,NA,19,0.899019231479604
"1016","Birkenhead-Sockeye","Sockeye",1991,152077,122385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,244,NA,NA,NA,0,55270,186,NA,NA,0,61746,3222,NA,0,1717,0,NA,0,NA,19,-0.217215157976973
"1017","Birkenhead-Sockeye","Sockeye",1992,93445,99182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3522,NA,NA,NA,0,47661,125,NA,NA,0,46563,435,NA,0,876,0,NA,0,NA,19,0.0595835182913224
"1018","Birkenhead-Sockeye","Sockeye",1993,151089,575880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,8716,NA,NA,NA,0,180208,0,NA,NA,0,380162,4380,NA,0,2414,0,NA,0,NA,19,1.33803023850002
"1019","Birkenhead-Sockeye","Sockeye",1994,22315,67413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1028,NA,NA,NA,0,21899,7,NA,NA,0,40686,3793,NA,0,0,0,NA,0,NA,19,1.10557877957667
"1020","Birkenhead-Sockeye","Sockeye",1995,18407,170525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,486,NA,NA,NA,0,141021,21,NA,NA,0,28997,0,NA,0,0,0,NA,0,NA,19,2.2261508864902
"1021","Birkenhead-Sockeye","Sockeye",1996,27824,78931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,723,NA,NA,NA,0,34094,0,NA,NA,0,41519,2595,NA,0,0,0,NA,0,NA,19,1.04267509548207
"1022","Birkenhead-Sockeye","Sockeye",1997,23274,30582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,18165,0,NA,NA,0,10200,2217,NA,0,0,0,NA,0,NA,19,0.273074742900075
"1023","Birkenhead-Sockeye","Sockeye",1998,173098,619321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,277,NA,NA,NA,0,213323,0,NA,NA,0,403021,1752,NA,0,948,0,NA,0,NA,19,1.2747658085211
"1024","Birkenhead-Sockeye","Sockeye",1999,26220,83528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,47311,0,NA,NA,0,36027,190,NA,0,0,0,NA,0,NA,19,1.15865942665226
"1025","Birkenhead-Sockeye","Sockeye",2000,8333,101965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,652,NA,NA,NA,0,63710,0,NA,NA,0,37603,0,NA,0,0,0,NA,0,NA,19,2.50440608174424
"1026","Birkenhead-Sockeye","Sockeye",2001,28361,191674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,56,NA,NA,NA,0,110415,0,NA,NA,0,81203,0,NA,0,0,0,NA,0,NA,19,1.91078105029371
"1027","Birkenhead-Sockeye","Sockeye",2002,107481,634125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,342,898,NA,NA,NA,0,502582,0,NA,NA,0,129934,0,NA,0,369,0,NA,0,NA,19,1.77493200812628
"1028","Birkenhead-Sockeye","Sockeye",2003,152657,13338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,80,NA,NA,NA,0,6064,0,NA,NA,0,7010,184,NA,0,0,0,NA,0,NA,19,-2.43757647045395
"1029","Birkenhead-Sockeye","Sockeye",2004,17516,76400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,47,NA,NA,NA,0,46487,0,NA,NA,0,29866,0,NA,0,0,0,NA,0,NA,19,1.47286794723332
"1030","Birkenhead-Sockeye","Sockeye",2005,27117,86063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,361,NA,NA,NA,0,33023,0,NA,NA,0,51290,684,NA,0,705,0,NA,0,NA,19,1.15491874871891
"1031","Birkenhead-Sockeye","Sockeye",2006,137365,441874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,179,NA,NA,NA,0,257819,0,NA,NA,0,178240,5636,NA,0,0,0,NA,0,NA,19,1.1683831569392
"1032","Birkenhead-Sockeye","Sockeye",2007,54290,247094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,180,NA,NA,NA,0,188807,60,NA,NA,0,54481,1977,NA,265,1324,0,NA,0,NA,19,1.51542878311506
"1033","Birkenhead-Sockeye","Sockeye",2008,6788,72774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1015,NA,NA,NA,0,46573,14,NA,NA,0,23300,1589,NA,0,283,0,NA,0,NA,19,2.37220240118282
"1034","Birkenhead-Sockeye","Sockeye",2009,34475,141215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,207,NA,NA,NA,0,68048,18,NA,NA,0,72094,848,NA,0,0,0,NA,0,NA,19,1.41004912803214
"1035","Birkenhead-Sockeye","Sockeye",2010,67762,34882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,18,NA,NA,NA,0,28555,0,NA,NA,0,5636,528,NA,0,145,0,NA,0,NA,19,-0.664030629000342
"1036","Birkenhead-Sockeye","Sockeye",2011,92420,91160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,211,NA,NA,NA,0,55477,0,NA,NA,0,34018,1454,NA,0,0,0,NA,0,NA,19,-0.0137272010646368
"1037","Birkenhead-Sockeye","Sockeye",2012,2549,23404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,76,NA,NA,NA,0,15555,0,NA,NA,0,7773,0,NA,0,0,0,NA,0,NA,19,2.21720582253201
"1038","Birkenhead-Sockeye","Sockeye",2013,46795,41724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,37,NA,NA,NA,0,14138,0,NA,NA,0,27454,95,NA,0,0,0,NA,0,NA,19,-0.114699856795495
"1039","Birkenhead-Sockeye","Sockeye",2014,19612,11624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,7,NA,NA,NA,0,8343,0,NA,NA,0,3214,0,NA,60,0,0,NA,NA,NA,19,-0.523069697521005
