"","stock.id","species","stock.name","lat","lon","region","ocean.basin","state","begin","end","n.years","m.spawners","m.recruits","source","url","comments","age"
"267",261,"Chinook","North Fork Nooksack-Chinook","48.766","-123.58","Inside WA","WC","WA",1986,2013,28,1.05267857142857,0.407428571428571,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"268",262,"Chinook","North Fork Stillaguamish-Chinook","48.2465","-122.3957","Inside WA","WC","WA",1976,2014,37,1.14216216216216,2.00264864864865,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"269",263,"Chinook","Puyallup-Chinook","47.2472","-122.4289","Inside WA","WC","WA",1970,2014,45,1.82893333333333,5.06193333333333,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"270",264,"Chinook","Sammamish-Chinook","47.751","-122.266","Inside WA","WC","WA",1985,2014,30,0.967,0.631033333333333,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"271",265,"Chinook","Skokomish-Chinook","47.3436","-123.1212","Inside WA","WC","WA",1970,2013,43,1.49590697674419,3.48409302325581,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"272",266,"Chinook","Snoqualmie (Snohomish)-Chinook","48.0206","-122.2122","Inside WA","WC","WA",1967,2014,48,1.30272916666667,2.0315625,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"273",267,"Chinook","South Fork Nooksack-Chinook","48.766","-123.58","Inside WA","WC","WA",1999,2013,15,0.0672,0.0828666666666667,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"274",268,"Chinook","South Fork Stillaguamish-Chinook","48.2465","-122.3957","Inside WA","WC","WA",1976,2014,37,0.219162162162162,0.412918918918919,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"275",269,"Chinook","Suiattle (Skagit)-Chinook","48.3677","-122.5141","Inside WA","WC","WA",1978,2013,36,0.44375,1.35747222222222,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"276",270,"Chinook","Upper Cascade (Skagit)-Chinook","48.3677","-122.5141","Inside WA","WC","WA",1986,2013,28,0.292821428571429,0.419607142857143,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"277",271,"Chinook","Upper Sauk (Skagit)-Chinook","48.3677","-122.5141","Inside WA","WC","WA",1954,2013,60,0.7892,3.4957,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"278",272,"Chinook","Upper Skagit-Chinook","48.3677","-122.5141","Inside WA","WC","WA",1954,2013,60,8.29783333333333,32.2127166666667,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
"279",273,"Chinook","White River-Chinook","47.305","-122.471","Inside WA","WC","WA",1967,2014,48,0.915333333333333,0.7293125,"NWFSC SPS Database, v2022","https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::","data",NA
